backward_nfe,epoch,forward_nfe,loss,train_time,ts_loss,ts_nfe,va_loss,va_nfe
1280,44,1280,1.6783525,104.2241123,nan,nan,1.6926689,1280
1280,45,1280,1.6711342,104.2766232,nan,nan,1.6774316,1280
1280,46,1280,1.6648736,104.3525941,nan,nan,1.6785065,1280
1280,47,1280,1.658722,104.1805274,nan,nan,1.6746674,1280
1280,48,1280,1.6536707,103.9332664,nan,nan,1.6656063,1280
1280,49,1280,1.6481471,104.4236009,nan,nan,1.6711214,1280
1280,50,1280,1.8657602,105.2692831,nan,nan,1.7548659,1280
1280,51,1280,1.7166202,105.3621309,nan,nan,1.7271507,1280
1280,52,1280,1.704891,105.2679434,nan,nan,1.7118934,1280
1280,53,1280,1.6945815,105.2497292,nan,nan,1.709098,1280
1280,54,1280,1.6810892,104.9028201,nan,nan,1.6766607,1280
1280,55,1280,1.6676886,104.9468653,nan,nan,1.6888245,1280
1280,56,1280,1.6712016,105.363492,nan,nan,1.6769562,1280
1280,57,1280,1.6611589,105.2915044,nan,nan,1.657289,1280
1280,58,1280,1.6497895,105.2301886,nan,nan,1.6369034,1280
1280,59,1280,1.6378899,105.430845,1.683299,1280,1.6481205,1280
1280,60,1280,1.6268677,105.2951314,nan,nan,1.6276851,1280
1280,61,1280,1.6193359,105.0451651,nan,nan,1.6341959,1280
1280,62,1280,1.605757,105.1514356,nan,nan,1.6448882,1280
1280,63,1280,1.6074756,105.331399,nan,nan,1.6057827,1280
1280,64,1280,1.5965719,105.2850044,nan,nan,1.589018,1280
1280,65,1280,1.583928,105.0179639,nan,nan,1.5991635,1280
1280,66,1280,1.5768347,105.0625088,nan,nan,1.6278623,1280
1280,67,1280,1.5820242,104.9852664,nan,nan,1.5986995,1280
1280,68,1280,1.5727361,105.1520541,nan,nan,1.5949519,1280
1280,69,1280,1.5610542,104.7961407,nan,nan,1.5811855,1280
1280,70,1280,1.5523286,105.0203993,nan,nan,1.5720742,1280
1280,71,1280,1.5417464,105.1678367,nan,nan,1.5677708,1280
1280,72,1280,1.5432925,105.1841071,nan,nan,1.5606735,1280
1280,73,1280,1.5339022,105.0902221,nan,nan,1.5346609,1280
1280,74,1280,1.5173136,105.1588283,nan,nan,1.5208786,1280
1280,75,1280,1.5111386,105.2832248,nan,nan,1.5238935,1280
1280,76,1280,1.514327,105.107173,nan,nan,1.5218756,1280
1280,77,1280,1.4984685,105.2224998,nan,nan,1.5286158,1280
1280,78,1280,1.48867,105.3154931,nan,nan,1.5107576,1280
1280,79,1280,1.494613,105.1313946,1.5471238,1280,1.5236733,1280
1280,80,1280,1.4781606,105.7161176,nan,nan,1.5046695,1280
1280,81,1280,1.4749051,105.3023007,nan,nan,1.4916651,1280
1280,82,1280,1.4563248,105.2459311,nan,nan,1.5000316,1280
1280,83,1280,1.4622039,105.2609742,nan,nan,1.5080667,1280
1280,84,1280,1.451911,105.3710337,nan,nan,1.4577895,1280
1280,85,1280,1.4486461,104.3445678,nan,nan,1.4785783,1280
1280,86,1280,1.443693,103.9301648,nan,nan,1.472583,1280
1280,87,1280,1.4306052,103.8897421,nan,nan,1.4478766,1280
1280,88,1280,1.4255508,104.1681335,nan,nan,1.4607399,1280
1280,89,1280,1.4231007,104.2235763,nan,nan,1.449237,1280
