1,1.796599718989158,0.37478,43.795918367346935,20.0,102.20642590522766,1.7034436782201132
2,1.5514739678830516,0.45836,47.285714285714285,20.0,110.18720126152039,3.5399038394292197
2,1.4860187,0.4709,20.0,,5.760009288787842,3.635908607641856
3,1.4237700481804048,0.49748,52.58163265306122,20.0,126.15717482566833,5.738531812032064
4,1.3419542896504304,0.52578,53.3469387755102,20.0,128.0727334022522,7.873081127802531
4,1.3584769,0.5153,20.15,,5.939111709594727,7.972070562839508
5,1.2631775992257253,0.5516,55.12244897959183,21.255102040816325,130.63886189460754,10.149390037854513
6,1.1652716033312738,0.58852,59.408163265306115,25.999999999999996,135.19241762161255,12.402604246139527
6,1.2390206,0.5527,26.15,,7.127706289291382,12.52140542268753
7,1.0994072738958864,0.6106,60.38775510204081,26.642857142857142,136.63389539718628,14.79864029486974
8,1.0311997082768654,0.639,61.795918367346935,27.77551020408163,138.5787651538849,17.1082887450854
8,1.192807,0.5797,26.3,,7.139979362487793,17.22729219198227
9,0.9665978879344705,0.6596,61.58163265306122,26.489795918367346,140.22945094108582,19.56445327202479
10,0.8986849103655133,0.6847,64.45918367346938,26.061224489795915,149.00003623962402,22.04779187043508
10,1.1355666,0.60749996,26.0,,7.215680360794067,22.168059837818145
11,0.8341561142279177,0.70968,66.75510204081633,25.999999999999996,155.85106801986694,24.76558165550232
12,0.7768355389030611,0.73,71.28571428571428,26.642857142857142,167.1349494457245,27.551168636480966
12,1.142525,0.607,28.4,,7.591257095336914,27.677695492903393
13,0.7266543641382334,0.74644,78.5408163265306,31.938775510204078,178.16248440742493,30.64707457224528
14,0.6715748066804846,0.76792,80.92857142857142,31.999999999999996,184.77443981170654,33.726653989156084
14,1.2138547,0.6069,32.0,,8.457249641418457,33.86761368115743
15,0.6169453835000797,0.78704,82.18367346938774,31.999999999999996,188.22386169433594,37.0046826839447
16,0.5573857755077128,0.80806,84.08163265306122,31.999999999999996,193.35170340538025,40.227215298016866
16,1.2855566,0.60749996,32.0,,8.41695523262024,40.3675021926562
17,0.5068261282784597,0.82612,86.0408163265306,31.999999999999996,199.48945260047913,43.69233074982961
18,0.4552499810043646,0.84428,87.29591836734693,31.999999999999996,202.97471070289612,47.075248622894286
18,1.4402349,0.60389996,32.0,,8.655441522598267,47.21951270898183
19,0.4181984103455835,0.85718,89.59183673469387,31.999999999999996,209.2436134815216,50.70690958102544
20,0.3828465208715322,0.86926,93.51020408163265,33.6530612244898,216.41106128692627,54.31376407543818
20,1.6346903,0.5944,32.15,,8.42366099357605,54.45416263341904
21,0.34214082056162304,0.88322,98.43877551020407,37.54081632653061,224.60685873031616,58.19761508305867
22,0.2957000732421875,0.90082,99.66326530612244,38.0,226.34825730323792,61.970092276732125
22,1.9718187,0.5877,38.0,,9.729893445968628,62.13226326704025
23,0.26297497262760083,0.91262,99.5408163265306,38.0,226.09222984313965,65.90047113100688
24,0.2308294529817542,0.9241,98.8673469387755,38.0,224.5875346660614,69.64360171953837
24,2.253085,0.58489996,38.0,,9.77317762374878,69.80649455785752
25,0.20875763406558911,0.9301,101.92857142857142,38.0,232.96902775764465,73.68931689659755
26,0.17908051549171913,0.93998,102.14285714285714,38.0,233.92689681053162,77.58810323476791
26,2.6234317,0.5768,38.0,,9.74973440170288,77.75060257116954
27,0.14902467143778897,0.95116,100.09183673469387,38.0,227.69466376304626,81.54551753997802
28,0.13269462390821807,0.95616,100.33673469387755,38.0,228.47057366371155,85.35336350599924
28,3.1084738,0.5746,38.0,,9.741929769515991,85.51573276122411
29,0.11313965855812538,0.96244,100.58163265306122,38.0,229.4763252735138,89.3403433084488
30,0.10302647765801877,0.9652,101.16326530612244,38.0,231.05330419540405,93.191237839063
30,3.5551405,0.5757,38.0,,9.960662603378296,93.35725529591242
31,0.09058666229248045,0.9706,102.8469387755102,39.98979591836734,232.48222827911377,97.23196460008622
32,0.07629981819464235,0.97506,105.05102040816325,43.295918367346935,233.1172971725464,101.11725713809331
32,4.003833,0.5679,44.0,,11.05247187614441,101.30146872202555
33,0.07073336231465242,0.97614,106.03061224489795,44.0,235.03527092933655,105.21872807741165
34,0.06466751682515047,0.97854,106.09183673469387,44.0,234.81691527366638,109.13234873215357
34,4.3659835,0.5669,44.0,,11.234997272491455,109.31960253715515
35,0.05872006805575623,0.98102,106.09183673469387,44.0,235.33425569534302,113.24184526205063
36,0.057149312934096974,0.98058,106.18367346938774,44.0,235.5150043964386,117.16710073550543
36,4.7261515,0.57269996,44.0,,11.050339937210083,117.35127703348796
37,0.04919331414358956,0.98298,105.44897959183673,44.0,233.2498881816864,121.23877850373586
38,0.045515907054044756,0.98478,104.43877551020407,44.0,229.89943432807922,125.07044037977855
38,5.146336,0.5704,44.0,,11.069655656814575,125.25494103829065
39,0.041745307494182975,0.98634,102.99999999999999,44.0,226.317950963974,129.02691070238748
40,0.03804160137565768,0.98764,104.22448979591836,44.0,228.99602437019348,132.84351396163305
40,5.353046,0.57049996,44.0,,11.075592756271362,133.02811104456583
