backward_nfe,epoch,forward_nfe,loss,train_time,ts_loss,ts_nfe,va_loss,va_nfe
1280.0,0.0,1280.0,7.209469,81.81123614311218,5.386184,1280.0,5.4186673,1280.0
1280.0,1.0,1280.0,4.8074164,82.55405139923096,nan,nan,4.5084558,1280.0
1280.0,2.0,1280.0,4.2735376,82.45902633666992,nan,nan,4.1865077,1280.0
1280.0,3.0,1280.0,4.0026345,82.69602966308594,nan,nan,3.9052315,1280.0
1280.0,4.0,1280.0,3.8051991,79.83353400230408,nan,nan,3.6827693,1280.0
1280.0,5.0,1280.0,3.6174333,70.03972339630127,nan,nan,3.5674381,1280.0
1280.0,6.0,1280.0,3.5061405,70.16156911849976,nan,nan,3.4485445,1280.0
1280.0,7.0,1280.0,3.3932238,70.14468169212341,nan,nan,3.346243,1280.0
1280.0,8.0,1280.0,3.3275032,70.13644433021545,nan,nan,3.341754,1280.0
1280.0,9.0,1280.0,3.2528007,70.15440225601196,nan,nan,3.2508144,1280.0
1280.0,10.0,1280.0,3.1948342,70.05286192893982,nan,nan,3.1667101,1280.0
1280.0,11.0,1280.0,3.1407943,70.1361436843872,nan,nan,3.1371071,1280.0
1280.0,12.0,1280.0,3.097929,70.12052750587463,nan,nan,3.106044,1280.0
1280.157894736842,13.0,1280.0,3.0564873,70.10207915306091,nan,nan,3.0762405,1280.0
1280.157894736842,14.0,1280.0,3.0148437,70.14938116073608,nan,nan,3.0558617,1280.0
1280.4736842105262,15.0,1280.0,2.9936254,70.1188759803772,nan,nan,3.0088205,1280.0
1280.4736842105262,16.0,1280.0,2.9550774,70.07679009437561,nan,nan,2.9943929,1280.0
1280.7894736842106,17.0,1280.0,2.916986,70.2282600402832,nan,nan,2.9231908,1280.0
1281.2631578947369,18.0,1280.0,2.8892345,70.06255865097046,nan,nan,2.874341,1280.0
1281.7368421052631,19.0,1280.0,2.8788497,70.21826076507568,2.9374325,1280.0,2.887451,1280.0
1282.0526315789473,20.0,1280.157894736842,2.8556488,70.24088263511658,nan,nan,2.8728132,1280.0
1282.0526315789473,21.0,1280.0,2.8341286,70.32944130897522,nan,nan,2.8484797,1280.0
1282.2105263157894,22.0,1280.157894736842,2.8204947,70.26957964897156,nan,nan,2.8487167,1280.0
1283.157894736842,23.0,1280.7894736842106,2.800192,70.2127332687378,nan,nan,2.8434658,1280.0
1283.9473684210527,24.0,1280.3157894736842,2.7808475,70.27136301994324,nan,nan,2.8152332,1280.0
1284.2631578947369,25.0,1280.3157894736842,2.7704813,70.26475763320923,nan,nan,2.799808,1280.0
1284.578947368421,26.0,1280.6315789473683,2.7569823,70.25675916671753,nan,nan,2.778964,1280.0
1285.0526315789473,27.0,1280.7894736842106,2.7509804,70.39010000228882,nan,nan,2.818206,1280.0
1285.2105263157894,28.0,1280.4736842105262,2.7340665,70.36583375930786,nan,nan,2.7605488,1280.0
1285.5263157894738,29.0,1280.4736842105262,2.717942,70.31580829620361,nan,nan,2.7202177,1280.0
1285.5263157894738,30.0,1281.421052631579,2.694425,70.39646053314209,nan,nan,2.742447,1280.0
1285.6842105263158,31.0,1281.421052631579,2.6919265,70.3508985042572,nan,nan,2.7641203,1280.0
1286.0,32.0,1280.7894736842106,2.684587,70.4301061630249,nan,nan,2.70599,1280.0
1285.842105263158,33.0,1281.1052631578948,2.665163,70.33374452590942,nan,nan,2.714276,1286.0
1286.3157894736842,34.0,1281.578947368421,2.6542788,70.38327479362488,nan,nan,2.7270076,1280.0
1286.157894736842,35.0,1283.157894736842,2.6465664,70.20386123657227,nan,nan,2.6639087,1280.0
1286.3157894736842,36.0,1283.6315789473683,2.6287925,70.3190016746521,nan,nan,2.6798122,1280.0
1286.4736842105262,37.0,1284.578947368421,2.6241066,70.1973385810852,nan,nan,2.6880975,1280.0
1286.4736842105262,38.0,1285.0526315789473,2.6154675,70.19024395942688,nan,nan,2.670622,1280.0
1286.7894736842106,39.0,1286.0,2.612622,70.43359875679016,2.6666892,1280.0,2.616654,1286.0
1289.0,40.0,1286.0,2.6006348,70.32511043548584,nan,nan,2.6816432,1286.0
1289.4736842105262,41.0,1287.421052631579,2.6005971,70.48082399368286,nan,nan,2.6120949,1280.0
1292.7894736842106,42.0,1287.7368421052631,2.5864189,70.44543790817261,nan,nan,2.607437,1286.0
1292.157894736842,43.0,1287.8947368421052,2.5701494,70.49505591392517,nan,nan,2.6275992,1280.0
1295.7894736842106,44.0,1289.157894736842,2.5738716,70.6493091583252,nan,nan,2.6206894,1298.0
1301.4736842105262,45.0,1291.842105263158,2.5680285,77.66250443458557,nan,nan,2.6032414,1292.0
1305.2631578947369,46.0,1295.157894736842,2.5585954,78.15638566017151,nan,nan,2.6020586,1298.0
1314.578947368421,47.0,1298.3157894736842,2.5629756,78.60470533370972,nan,nan,2.5713928,1310.0
1324.0526315789473,48.0,1303.5263157894738,2.5460162,79.00932812690735,nan,nan,2.5733416,1310.0
1331.157894736842,49.0,1308.2631578947369,2.5351453,79.35054612159729,nan,nan,2.573901,1322.0
1345.0526315789473,50.0,1316.4736842105262,2.5348847,79.88354516029358,nan,nan,2.5938013,1322.0
1350.7368421052631,51.0,1321.2105263157894,2.5261037,80.3322856426239,nan,nan,2.6092043,1340.0
1363.842105263158,52.0,1324.5263157894738,2.5201395,80.6460337638855,nan,nan,2.5432093,1316.0
1387.2105263157894,53.0,1337.6315789473683,2.5225625,81.76049280166626,nan,nan,2.5879786,1364.0
1405.0526315789473,54.0,1343.157894736842,2.515281,82.39591431617737,nan,nan,2.5606723,1364.0
