model,test#,train/test,iter,loss,acc,forwardnfe,backwardnfe,time/iter,time_elapsed
node,0,test,33,0.11975892333984375,0.9677,80.0,0,25.444276332855225,473.16032373110454
node,0,train,34,0.051317817047372385,0.98325,84.08742004264393,212.72281449893387,1100.3369681835175,491.49931792418164
node,0,test,34,0.11290501708984375,0.9698,86.0,0,25.835575819015503,491.93010976711906
node,0,train,35,0.04951483295569673,0.9833,83.98507462686567,214.91044776119404,1107.5356740951538,510.3890847404798
node,0,test,35,0.1303400146484375,0.965,86.0,0,25.143184900283813,510.8082515557607
node,0,train,36,0.048084143295895054,0.9839166666666667,84.45202558635394,212.62686567164178,1092.7541387081146,529.0208740790684
node,0,test,36,0.1119521728515625,0.9716,85.92356687898089,0,25.739831924438477,529.450011086464
node,0,train,37,0.047207295578762465,0.9842833333333333,85.86567164179104,217.59701492537312,1115.2603285312653,548.0377875804901
node,0,test,37,0.1063990478515625,0.9717,86.0,0,25.882086038589478,548.4692750533421
node,0,train,38,0.04759653729757965,0.9842333333333333,85.66098081023453,221.5373134328358,1074.7864961624146,566.3824321309726
node,0,test,38,0.11541146240234375,0.9698,86.0,0,23.528169870376587,566.7746796528498
node,0,train,39,0.04531391227775728,0.9850166666666667,85.3731343283582,224.2430703624733,1082.8470928668976,584.8222032984098
node,0,test,39,0.11030247802734375,0.9706,86.0,0,26.124255895614624,585.257737493515
node,0,train,40,0.04414839750907418,0.9850833333333333,85.67377398720681,224.10234541577825,1083.7181079387665,603.3197621266047
node,0,test,40,0.114403466796875,0.9702,84.5859872611465,0,25.29769802093506,603.7415232578913
anode,0,train,1,0.3366023576153176,0.9032333333333333,25.81449893390192,44.82515991471216,209.44558262825012,3.4907609462738036
anode,0,test,1,0.15361231689453125,0.9542,26.0,0,7.324343919754028,3.6129541277885435
anode,0,train,2,0.10995349653416685,0.9672166666666666,28.39232409381663,42.26652452025587,205.07944655418396,7.03099011182785
anode,0,test,2,0.08642503662109376,0.9722,31.61783439490446,0,8.422447204589844,7.171474893887837
anode,0,train,3,0.07344109368255373,0.9775333333333334,31.968017057569295,40.360341151385924,203.16533851623535,10.557624240716299
anode,0,test,3,0.0635087890625,0.98,32.0,0,8.43069577217102,10.698270392417907
anode,0,train,4,0.05743696243617125,0.98305,32.0,40.61620469083155,219.01733541488647,14.348606197039286
anode,0,test,4,0.06833041381835937,0.9796,32.0,0,9.14962887763977,14.501210784912109
anode,0,train,5,0.04962564996038593,0.9846,32.0,41.6588486140725,232.5432267189026,18.376999171574912
anode,0,test,5,0.0513590576171875,0.9832,32.0,0,9.525644063949585,18.53585882981618
anode,0,train,6,0.04300054028323208,0.9862333333333333,32.0,43.17484008528784,235.63584280014038,22.463180446624754
anode,0,test,6,0.05452290649414063,0.9838,32.0,0,8.759476661682129,22.609315617879233
anode,0,train,7,0.037272962599137385,0.9883166666666666,32.0,43.11727078891258,234.42886543273926,26.51651504834493
anode,0,test,7,0.0556756591796875,0.9822,32.0,0,8.271459102630615,26.654503623644512
anode,0,train,8,0.032418452149565104,0.9897666666666667,32.0,43.769722814498934,236.34840631484985,30.593698592980704
anode,0,test,8,0.06546844482421875,0.981,32.0,0,10.60866093635559,30.770647823810577
anode,0,train,9,0.029338521876034567,0.9902333333333333,32.0,44.87633262260128,237.4892463684082,34.728898004690805
anode,0,test,9,0.05654195556640625,0.9833,32.0,0,8.850947380065918,34.876534076531726
anode,0,train,10,0.023997805099664555,0.9922333333333333,32.01918976545842,45.650319829424305,239.8180055618286,38.87356505791346
anode,0,test,10,0.06007303466796875,0.9825,32.0,0,10.977861881256104,39.05664691925049
anode,0,train,11,0.019737615109399313,0.9935166666666667,34.33475479744136,46.55223880597015,244.44008111953735,43.13069984515508
anode,0,test,11,0.07267296752929688,0.9818,37.961783439490446,0,9.939724922180176,43.296473224957786
anode,0,train,12,0.018385360009863655,0.9937,37.46908315565032,47.08315565031983,251.17391324043274,47.482758382956185
anode,0,test,12,0.07419758911132812,0.9816,38.0,0,10.68465280532837,47.66096621354421
anode,0,train,13,0.015424943008830697,0.99465,37.852878464818765,47.48614072494669,250.61862325668335,51.83799668550491
anode,0,test,13,0.07498056030273438,0.9828,38.0,0,10.466985940933228,52.012546161810555
anode,0,train,14,0.013199367592175798,0.9954333333333333,38.0,48.343283582089555,255.60763430595398,56.27271633148193
anode,0,test,14,0.08805839233398438,0.9819,38.0,0,12.363179683685303,56.47888202269872
anode,0,train,15,0.010644605376846483,0.9963,38.04477611940298,48.759061833688705,255.20273542404175,60.732316207885745
anode,0,test,15,0.08965799560546875,0.9828,38.0,0,10.72805118560791,60.91123512188594
anode,0,train,16,0.010273136533024666,0.9965666666666667,38.0,49.801705756929636,260.2566969394684,65.24889526367187
anode,0,test,16,0.09985813598632813,0.9794,38.0,0,10.592655420303345,65.42556200822195
anode,0,train,17,0.008424179921264097,0.99715,38.0319829424307,50.73560767590618,266.7280535697937,69.87107329368591
anode,0,test,17,0.09210289306640625,0.9829,38.0,0,11.209458827972412,70.05804203351339
anode,0,train,18,0.008056766785093962,0.9971666666666666,38.0,51.08102345415779,267.3481879234314,74.5139080842336
anode,0,test,18,0.09382898559570313,0.9816,38.0,0,13.447099447250366,74.738186109066
anode,0,train,19,0.007030482682751093,0.9976,38.0,51.791044776119406,272.41010904312134,79.27841753164927
anode,0,test,19,0.09938604736328124,0.9824,38.0,0,10.557182788848877,79.45451755126318
anode,0,train,20,0.007185434243721542,0.9974833333333334,38.0,52.61620469083155,276.00794768333435,84.05469111998876
anode,0,test,20,0.0992510498046875,0.9824,38.0,0,9.916954755783081,84.22008844216664
anode,0,train,21,0.005892716911775429,0.9978833333333333,38.0,53.68443496801706,278.3836328983307,88.85987148284912
anode,0,test,21,0.10179904174804688,0.9815,38.0,0,12.114551067352295,89.06191312074661
anode,0,train,22,0.0054672033134505645,0.9980833333333333,38.0,54.90618336886993,281.26158714294434,93.74965837399165
anode,0,test,22,0.10676802978515625,0.9812,38.0,0,13.802358150482178,93.97985976537069
anode,0,train,23,0.0047471414596884035,0.9983,38.0,56.01279317697228,280.3013331890106,98.6516067703565
anode,0,test,23,0.11233553466796875,0.9826,38.0,0,12.085497617721558,98.85314874251684
anode,0,train,24,0.005002683652902875,0.99835,38.0,56.54371002132196,283.04157543182373,103.57054620186487
anode,0,test,24,0.11308468017578124,0.98,38.0,0,9.925932168960571,103.73606930573781
anode,0,train,25,0.003696892252743194,0.9990666666666667,38.0,56.40938166311301,282.7319300174713,108.44831473429998
anode,0,test,25,0.11770911865234375,0.9826,38.0,0,10.022421836853027,108.6154772957166
anode,0,train,26,0.005482386481519316,0.9981,38.0,56.72921108742004,286.76870036125183,113.39500406185786
anode,0,test,26,0.106795849609375,0.9823,38.0,0,11.60465669631958,113.58859883149465
anode,0,train,27,0.003358622818330155,0.9989333333333333,38.05117270788912,56.67164179104478,284.4165937900543,118.32894755601883
anode,0,test,27,0.12274556884765625,0.9803,38.07643312101911,0,10.023273468017578,118.49613639911016
anode,0,train,28,0.004474257456088734,0.99835,39.13219616204691,56.69722814498934,283.06929540634155,123.21401520967484
anode,0,test,28,0.1095655029296875,0.9824,38.0,0,11.07532286643982,123.39872339169185
anode,0,train,29,0.002293868569041251,0.9992666666666666,38.81236673773987,56.454157782515985,285.6631200313568,128.15981945196788
anode,0,test,29,0.1170477783203125,0.9823,38.0,0,9.682665348052979,128.32132302125294
anode,0,train,30,0.0045927877536882334,0.9983666666666666,40.68017057569296,57.56716417910447,290.58613419532776,133.16448398828507
anode,0,test,30,0.1206265869140625,0.9815,39.031847133757964,0,9.26801609992981,133.3190557440122
anode,0,train,31,0.0035433515004058137,0.99885,39.88699360341151,56.793176972281444,286.4528489112854,138.0933213075002
anode,0,test,31,0.11579080810546875,0.982,39.4140127388535,0,10.926710367202759,138.2755491177241
anode,0,train,32,0.0027355531523230773,0.9990833333333333,42.53518123667377,56.62046908315565,290.89646768569946,143.12387636899948
anode,0,test,32,0.118090234375,0.9807,39.29936305732484,0,11.892748594284058,143.3221992135048
anode,0,train,33,0.003619211297606639,0.9987333333333334,42.656716417910445,56.76119402985074,291.48930954933167,148.1804033835729
anode,0,test,33,0.1132347900390625,0.9832,44.0,0,11.083056211471558,148.36523917118708
anode,0,train,34,0.0016027558772484399,0.9993666666666666,43.64179104477612,56.466950959488265,291.4844014644623,153.22336200078328
anode,0,test,34,0.11747615966796875,0.9841,43.92356687898089,0,10.543949842453003,153.399221821626
anode,0,train,35,0.004089763568592443,0.9984666666666666,43.61620469083156,57.43923240938165,293.4944920539856,158.29084510803222
anode,0,test,35,0.12149444580078125,0.9805,38.11464968152866,0,10.131067037582397,158.4598287622134
anode,0,train,36,0.0028092332803201507,0.99905,42.995735607675904,57.11940298507462,294.5297546386719,163.3687048514684
anode,0,test,36,0.10907818603515625,0.9828,44.0,0,11.389598608016968,163.55862599611282
anode,0,train,37,0.0016344773253242082,0.9994833333333333,44.00639658848614,56.6908315565032,292.82557702064514,168.4390962322553
anode,0,test,37,0.1333073974609375,0.9817,44.0,0,11.44705319404602,168.63000995715458
anode,0,train,38,0.002285657726932635,0.9992833333333333,44.166311300639656,56.73560767590619,299.8717043399811,173.6279293258985
anode,0,test,38,0.1240909912109375,0.9828,44.0,0,13.665727853775024,173.85587318738303
anode,0,train,39,0.0026379882513146,0.9990333333333333,44.0,57.08742004264393,294.73476934432983,178.7681609551112
anode,0,test,39,0.13832015380859375,0.9787,43.961783439490446,0,12.8495454788208,178.98245087067286
anode,0,train,40,0.002488055453556504,0.99925,44.24307036247335,56.71002132196162,294.4675467014313,183.89030513763427
anode,0,test,40,0.12221865234375,0.9815,44.0,0,12.200641632080078,184.09378866354623
sonode,0,train,1,0.3497357973253041,0.8979833333333334,23.940298507462686,25.385927505330493,143.69257974624634,2.3948777159055075
sonode,0,test,1,0.19519267578125,0.939,44.0,0,14.673617839813232,2.639597264925639
sonode,0,train,2,0.11960189948692473,0.9654333333333334,37.494669509594885,38.42857142857143,208.1105797290802,6.1082356135050455
sonode,0,test,2,0.09038860473632812,0.9708,32.0,0,8.650529146194458,6.2526137391726175
sonode,0,train,3,0.08228129087023929,0.9753166666666667,32.0,38.17910447761194,200.22393608093262,9.589727969964345
sonode,0,test,3,0.07313618774414063,0.9745,32.0,0,7.501240491867065,9.714922920862834
sonode,0,train,4,0.06441123264572168,0.9800166666666666,32.0,38.42857142857143,202.07582092285156,13.082909079392751
sonode,0,test,4,0.05825867919921875,0.9811,32.0,0,9.636420965194702,13.243714507420858
sonode,0,train,5,0.052344386344591876,0.9837,32.582089552238806,38.441364605543704,200.63645243644714,16.587699063618977
sonode,0,test,5,0.06606473999023438,0.9806,32.64968152866242,0,8.234428882598877,16.725143909454346
sonode,0,train,6,0.0437538188840347,0.9864166666666667,36.91897654584222,38.25586353944562,206.37573528289795,20.164790546894075
sonode,0,test,6,0.05977057495117188,0.9819,38.0,0,9.767035245895386,20.32774790128072
sonode,0,train,7,0.03904126496368231,0.9877166666666667,38.0,38.486140724946694,210.3009443283081,23.832810791333518
sonode,0,test,7,0.07128809204101562,0.9775,38.0,0,9.892075061798096,23.99787636597951
sonode,0,train,8,0.034500297872434756,0.9884166666666667,38.0,38.524520255863536,209.45987343788147,27.488921284675598
sonode,0,test,8,0.05389290161132813,0.9856,38.0,0,9.6652991771698,27.650198380152386
sonode,0,train,9,0.030163583707399237,0.9902,38.0,38.626865671641795,215.06933784484863,31.234729011853535
sonode,0,test,9,0.06326720581054687,0.9833,38.0,0,10.224159479141235,31.40531209309896
sonode,0,train,10,0.026568753438630525,0.99145,38.0,38.84434968017058,214.36584663391113,34.97812352577845
sonode,0,test,10,0.0705981201171875,0.9812,38.0,0,9.108584880828857,35.130127620697024
sonode,0,train,11,0.023035561545893597,0.9923333333333333,38.0,38.85714285714286,212.06404399871826,38.66456410090129
sonode,0,test,11,0.06457003784179688,0.9835,38.0,0,9.515168190002441,38.82332634131114
sonode,0,train,12,0.019616634074056127,0.9934,38.0,38.646055437100216,208.82367849349976,42.30375824769338
sonode,0,test,12,0.06994227294921875,0.9831,38.0,0,10.390013933181763,42.47708255449931
sonode,0,train,13,0.01907506274416821,0.9932333333333333,38.01279317697228,39.215351812366734,212.93500876426697,46.026154259840645
sonode,0,test,13,0.07353207397460937,0.9821,38.0,0,8.96528959274292,46.17574334144592
sonode,0,train,14,0.014652259772801874,0.9947333333333334,38.33262260127932,38.895522388059696,208.30816960334778,49.64759581486384
sonode,0,test,14,0.08377921142578125,0.9825,38.0,0,9.002838850021362,49.79781643549601
sonode,0,train,15,0.014345785336625607,0.9950333333333333,40.027718550106606,39.15138592750534,213.03299832344055,53.34840899308522
sonode,0,test,15,0.08628562622070313,0.9818,43.617834394904456,0,10.589929103851318,53.52507785161336
sonode,0,train,16,0.013116136903715893,0.9955833333333334,41.71641791044776,39.18976545842217,218.31830596923828,57.16375784873962
sonode,0,test,16,0.09548203125,0.9802,44.0,0,10.850587129592896,57.34477059046427
sonode,0,train,17,0.010639115530617143,0.9960666666666667,43.52025586353945,41.28784648187633,220.69534945487976,61.02306983073552
sonode,0,test,17,0.092670654296875,0.9827,44.0,0,11.023643732070923,61.206987130641934
sonode,0,train,18,0.010496879612778325,0.9965333333333334,44.0,41.914712153518124,227.57996106147766,65.00002949635187
sonode,0,test,18,0.09494572143554687,0.9814,44.0,0,11.616089344024658,65.19385846853257
sonode,0,train,19,0.00898268377366635,0.9968666666666667,44.0,45.06183368869935,241.86339116096497,69.22496285835902
sonode,0,test,19,0.10363868408203125,0.9812,44.0,0,10.27678394317627,69.39640806913376
sonode,0,train,20,0.0072341987618685655,0.9974666666666666,44.0,47.27505330490405,241.40154457092285,73.41981207132339
sonode,0,test,20,0.109020166015625,0.9802,44.0,0,9.992522954940796,73.58653773069382
sonode,0,train,21,0.01017920537589413,0.9967833333333334,44.0,49.43070362473347,254.58018445968628,77.82959030071895
sonode,0,test,21,0.10154049682617187,0.9814,44.0,0,12.12000846862793,78.03178086280823
sonode,0,train,22,0.00657992043694354,0.99785,44.0,48.15138592750533,249.36382699012756,82.18789040644964
sonode,0,test,22,0.11703095703125,0.9816,44.0,0,10.494375467300415,82.36300739447276
sonode,0,train,23,0.005524478329398861,0.99815,44.0,49.660980810234534,255.32080602645874,86.6185001651446
sonode,0,test,23,0.12712056884765624,0.981,44.0,0,10.393178939819336,86.79187183380127
sonode,0,train,24,0.007840467286886752,0.9972,44.0,48.72068230277185,257.65417075157166,91.08616472880045
sonode,0,test,24,0.11028140869140625,0.9831,44.0,0,10.334208726882935,91.25856804847717
sonode,0,train,25,0.006590199335898102,0.9979333333333333,44.0,48.068230277185506,255.87341928482056,95.5231640179952
sonode,0,test,25,0.124097705078125,0.9822,44.0,0,11.112518072128296,95.70856113036474
sonode,0,train,26,0.005586849604994549,0.9979666666666667,44.0,49.60980810234541,259.30719566345215,100.03038853009542
sonode,0,test,26,0.12576256103515626,0.9813,44.0,0,14.013506889343262,100.26412802139917
sonode,0,train,27,0.005364721972683045,0.9981,44.0,49.99360341151386,263.5595541000366,104.65683151086172
sonode,0,test,27,0.1085880126953125,0.983,44.0,0,11.719295740127563,104.85232135454814
sonode,0,train,28,0.006566901136842781,0.99785,44.0,48.49040511727078,250.85928893089294,109.03334987163544
sonode,0,test,28,0.1231392822265625,0.9808,44.0,0,10.041278839111328,109.20092666943869
sonode,0,train,29,0.005219960487584752,0.9981333333333333,44.0,49.066098081023455,254.9497368335724,113.45013076066971
sonode,0,test,29,0.111105126953125,0.983,44.0,0,10.584661722183228,113.6267016808192
sonode,0,train,30,0.0050552282897277446,0.9984333333333333,44.0,47.518123667377395,248.57543349266052,117.76967250108719
sonode,0,test,30,0.1370364013671875,0.9776,44.0,0,12.357955694198608,117.97592131296794
sonode,0,train,31,0.004275875743919836,0.9986166666666667,44.0,49.078891257995735,254.78752279281616,122.22241920630137
sonode,0,test,31,0.11707371826171875,0.982,44.0,0,9.560868978500366,122.38195222616196
sonode,0,train,32,0.0052161774884534355,0.9982833333333333,44.0,48.60554371002132,262.3887195587158,126.75514905055364
sonode,0,test,32,0.11816549072265625,0.9826,44.0,0,11.228330612182617,126.94252487023671
sonode,0,train,33,0.004440662033965103,0.9984666666666666,44.10234541577825,50.2046908315565,259.79670691490173,131.27251113653182
sonode,0,test,33,0.1221793212890625,0.9831,44.0,0,10.49591851234436,131.4476091225942
sonode,0,train,34,0.004053552811783796,0.9985333333333334,44.0,48.82302771855011,257.5107476711273,135.73949401775997
sonode,0,test,34,0.1210008056640625,0.9818,44.0,0,10.561365365982056,135.9156719962756
sonode,0,train,35,0.004105758237885795,0.9988,44.0,49.8272921108742,267.3164758682251,140.3710074742635
sonode,0,test,35,0.1265722900390625,0.9806,44.0,0,10.005126953125,140.53813440799712
sonode,0,train,36,0.004103138430719987,0.9986666666666667,44.10234541577825,50.35820895522388,260.96374320983887,144.88760062456132
sonode,0,test,36,0.140633251953125,0.979,45.37579617834395,0,10.446963548660278,145.06188198725383
sonode,0,train,37,0.004818042865382137,0.9983166666666666,44.53731343283582,51.272921108742004,266.6566092967987,149.5062114437421
sonode,0,test,37,0.11927279052734376,0.9818,44.0,0,11.875484704971313,149.70435934464138
sonode,0,train,38,0.002570009787651593,0.9991166666666667,44.908315565031984,50.59488272921108,257.4828634262085,153.99578537146252
sonode,0,test,38,0.12199862060546875,0.9819,44.0,0,10.46133303642273,154.17032265663147
sonode,0,train,39,0.004432769915951412,0.9985166666666667,44.10234541577825,50.569296375266525,263.0583622455597,158.55466994047165
sonode,0,test,39,0.124690478515625,0.9808,44.0,0,12.302579402923584,158.75989775657655
sonode,0,train,40,0.002186166623958172,0.9992666666666666,44.07675906183369,50.52452025586353,259.42185282707214,163.0836557308833
sonode,0,test,40,0.1286447998046875,0.9823,44.0,0,11.13567042350769,163.26942894856134
hbnode,0,train,1,0.34090444834025174,0.90065,20.217484008528785,23.556503198294244,147.08348155021667,2.4513930400212605
hbnode,0,test,1,0.140582861328125,0.958,20.0,0,6.259078025817871,2.5558785756429034
hbnode,0,train,2,0.11563452968457297,0.9658833333333333,25.4818763326226,26.057569296375267,164.23991346359253,5.293252527713776
hbnode,0,test,2,0.08420404052734375,0.9734,26.0,0,6.750328063964844,5.405933241049449
hbnode,0,train,3,0.07788734539433806,0.9761666666666666,26.0,26.575692963752665,165.26847910881042,8.160475929578146
hbnode,0,test,3,0.0712459716796875,0.9773,26.0,0,7.249570846557617,8.281483626365661
hbnode,0,train,4,0.06145257706744477,0.9807833333333333,26.0,28.091684434968016,169.27685689926147,11.102827390034994
hbnode,0,test,4,0.05671524047851562,0.9817,26.0,0,7.045871019363403,11.220449936389922
hbnode,0,train,5,0.05091585081926028,0.984,26.0,31.533049040511727,187.9535870552063,14.353051781654358
hbnode,0,test,5,0.06318150024414063,0.9796,26.0,0,7.4565043449401855,14.477489670117697
hbnode,0,train,6,0.04554812733018433,0.9854333333333334,26.00639658848614,32.191897654584224,188.26586961746216,17.61531482934952
hbnode,0,test,6,0.05842964477539062,0.9831,26.0,0,6.988855361938477,17.731982072194416
hbnode,0,train,7,0.039640243029511565,0.98705,26.01918976545842,32.185501066098084,192.51281571388245,20.940577459335326
hbnode,0,test,7,0.07692139282226562,0.9767,26.0,0,7.094006299972534,21.059078856309256
hbnode,0,train,8,0.03726703042587909,0.9877,26.01918976545842,32.127931769722814,185.10270380973816,24.14419093529383
hbnode,0,test,8,0.064920458984375,0.9806,26.0,0,7.312117338180542,24.2662632226944
hbnode,0,train,9,0.031433244823816486,0.9897833333333333,26.095948827292112,32.09594882729211,187.1666464805603,27.385748501618703
hbnode,0,test,9,0.0715852294921875,0.9785,26.0,0,6.492934226989746,27.494168778260548
hbnode,0,train,10,0.029328682202323493,0.9898833333333333,26.243070362473347,32.17910447761194,191.21664428710938,30.68117049137751
hbnode,0,test,10,0.07399365234375,0.9794,26.0,0,6.771940231323242,30.794205458958945
hbnode,0,train,11,0.025392082413288466,0.9914833333333334,26.98507462686567,32.1407249466951,185.39521670341492,33.88420038620631
hbnode,0,test,11,0.0876151123046875,0.9783,28.751592356687897,0,7.5135438442230225,34.00963869492213
hbnode,0,train,12,0.022096955877454354,0.9924833333333334,27.733475479744136,32.153518123667375,186.8469111919403,37.12382266521454
hbnode,0,test,12,0.08444696044921875,0.9797,26.0,0,9.314363241195679,37.279277662436165
hbnode,0,train,13,0.01963565680947066,0.9936333333333334,28.590618336886994,32.1407249466951,187.79466772079468,40.40924287239711
hbnode,0,test,13,0.08395750732421875,0.9791,26.0,0,8.586926460266113,40.55253672997157
hbnode,0,train,14,0.017857759338458873,0.99385,30.228144989339018,32.198294243070364,198.07345962524414,43.85382038752238
hbnode,0,test,14,0.0845861572265625,0.9815,30.318471337579616,0,8.037358045578003,43.98796223004659
hbnode,0,train,15,0.017441513424126198,0.9938833333333333,31.110874200426437,32.29424307036248,198.81604480743408,47.30160917043686
hbnode,0,test,15,0.08546738891601563,0.9813,32.0,0,11.272702932357788,47.489676487445834
hbnode,0,train,16,0.014771756386176142,0.9945333333333334,32.05117270788912,32.185501066098084,198.9697368144989,50.80589926640193
hbnode,0,test,16,0.09182703247070312,0.9805,32.0,0,9.962283611297607,50.97212888002396
