model,test#,train/test,iter,loss,acc,forwardnfe,backwardnfe,time/iter,time_elapsed
node,0,train,1,0.4021855061178777,0.8795,31.56503198294243,49.44349680170576,261.46783542633057,4.3577988862991335
node,0,test,1,0.2724638427734375,0.9212,32.0,0,9.661402702331543,4.518934345245361
node,0,train,2,0.2762719137248581,0.9190333333333334,33.08742004264392,51.11940298507462,272.6521339416504,9.06318283478419
node,0,test,2,0.259541650390625,0.9236,32.0,0,9.846495151519775,9.227395669619243
node,0,train,3,0.24866893012990066,0.9272166666666667,42.86780383795309,53.083155650319824,292.6781041622162,14.105399604638418
node,0,test,3,0.2254404541015625,0.9367,54.92993630573248,0,15.033896207809448,14.356063644091288
node,0,train,4,0.22582277908984785,0.9334,52.52665245202559,56.492537313432834,321.1523575782776,19.708653136094412
node,0,test,4,0.207945654296875,0.9413,62.0,0,16.939407110214233,19.99107849597931
node,0,train,5,0.20261083178317496,0.9420166666666666,58.782515991471215,60.656716417910445,347.3703591823578,25.780634744962057
node,0,test,5,0.1844179931640625,0.948,64.29299363057325,0,17.650331020355225,26.074922907352448
node,0,train,6,0.18265610041299354,0.9473833333333334,58.96162046908316,64.28997867803838,363.1956751346588,32.12822306553523
node,0,test,6,0.1707550537109375,0.9531,60.853503184713375,0,16.605339288711548,32.40509136517843
node,0,train,7,0.16420930004251727,0.9517166666666667,61.3411513859275,67.9360341151386,380.84463596343994,38.75255066156387
node,0,test,7,0.18091341552734375,0.9493,56.99363057324841,0,15.560818910598755,39.01201246976852
node,0,train,8,0.15344880282509524,0.9554166666666667,60.59275053304904,71.0639658848614,391.6720416545868,45.539927542209625
node,0,test,8,0.15479454345703125,0.9565,67.00636942675159,0,18.15704083442688,45.84263399442037
node,0,train,9,0.14260729291696728,0.9571333333333333,60.727078891257996,74.31982942430702,406.0601360797882,52.61035585006078
node,0,test,9,0.151763720703125,0.9569,67.96178343949045,0,18.323878288269043,52.91584065755208
node,0,train,10,0.13579297008644192,0.9595666666666667,60.34328358208955,78.8869936034115,422.4303512573242,59.95639700889588
node,0,test,10,0.1567861083984375,0.9544,56.0,0,15.213029861450195,60.210058935483296
node,0,train,11,0.13004919932360873,0.9609333333333333,62.27505330490405,82.92963752665244,443.8166847229004,67.60704072316487
node,0,test,11,0.149897021484375,0.9582,62.496815286624205,0,17.076804399490356,67.89175861676534
node,0,train,12,0.1253163557616807,0.9622166666666667,59.953091684434966,87.4776119402985,458.13497138023376,75.52739868958791
node,0,test,12,0.1380853271484375,0.9615,62.0,0,17.112329959869385,75.81272046168645
node,0,train,13,0.11988530091957242,0.9637,59.47974413646055,91.28997867803837,473.21002745628357,83.69959684610367
node,0,test,13,0.13692425537109376,0.9606,56.038216560509554,0,15.257701873779297,83.95399093230566
node,0,train,14,0.11649200675794597,0.9644833333333334,60.0682302771855,95.1727078891258,490.22928166389465,92.12454484303792
