model,test#,train/test,iter,loss,acc,forwardnfe,backwardnfe,time/iter,time_elapsed
node,0,train,1,0.3919956328184493,0.8834166666666666,31.155650319829423,44.78678038379532,239.51398539543152,3.9919012149175006
node,0,test,1,0.28297470703125,0.9184,32.0,0,9.40427303314209,4.148745413621267
node,0,train,2,0.28301964876557717,0.9169333333333334,32.0,44.620469083155655,241.1792914867401,8.168435537815094
node,0,test,2,0.253035888671875,0.9265,32.0,0,9.41182565689087,8.325410592556
node,0,train,3,0.2562816982854531,0.92385,32.67803837953092,45.778251599147126,244.66031193733215,12.403123648961385
node,0,test,3,0.2525505126953125,0.9228,37.35031847133758,0,10.746896743774414,12.582336282730102
node,0,train,4,0.23211334269247583,0.9313666666666667,42.18336886993603,50.076759061833684,277.171151638031,17.201894605159758
node,0,test,4,0.21908271484375,0.9351,44.0,0,12.222285270690918,17.405705638726552
node,0,train,5,0.2051520444659282,0.93815,50.09594882729211,58.20682302771855,319.1613657474518,22.725095764795938
node,0,test,5,0.19095194091796874,0.945,50.0,0,13.707223415374756,22.953643131256104
node,0,train,6,0.18166833926341744,0.94665,51.39445628997868,66.272921108742,354.3043575286865,28.858766539891562
node,0,test,6,0.16230054931640625,0.9534,56.0,0,15.582252502441406,29.118585034211478
node,0,train,7,0.15761084973947134,0.9530333333333333,55.443496801705756,75.34328358208955,396.3988356590271,35.72526817719142
node,0,test,7,0.14901595458984376,0.9576,56.802547770700635,0,15.29544973373413,35.98030900160472
node,0,train,8,0.13760317203555025,0.95915,59.35820895522388,82.80170575692964,429.0812771320343,43.13170220454534
node,0,test,8,0.128246142578125,0.9637,62.0,0,17.1871178150177,43.41829578479131
node,0,train,9,0.12585180946417263,0.9624,62.211087420042645,91.32835820895522,468.974867105484,51.23458052078883
node,0,test,9,0.12468656005859376,0.9641,62.0,0,16.42398476600647,51.50840364297231
node,0,train,10,0.11598141361047813,0.9657166666666667,64.0724946695096,97.5778251599147,494.87032198905945,59.75629819631577
node,0,test,10,0.12006583251953125,0.9633,62.0,0,16.28461217880249,60.02780780394872
node,0,train,11,0.10883188266346831,0.9673166666666667,64.60341151385927,103.39872068230278,520.5775303840637,68.7041432261467
