model,test#,train/test,iter,loss,acc,forwardnfe,backwardnfe,time/iter,time_elapsed
sonode,0,train,23,0.25923608273875953,0.9117,25.999999999999996,32.42857142857143,129.52912855148315,44.64891088406245
sonode,0,train,24,0.22817979540143693,0.9214,25.999999999999996,31.23469387755102,126.56509399414062,46.758334986368816
sonode,0,test,24,2.224923,0.5915,26.0,0,6.992100477218628,46.87487620512645
sonode,0,train,25,0.1971939437243403,0.9329,25.999999999999996,30.561224489795915,124.76105856895447,48.954230360190074
sonode,0,train,26,0.17278077651043325,0.9402,25.999999999999996,30.13265306122449,123.68291020393372,51.01561506191889
sonode,0,test,26,2.5394557,0.5902,26.0,0,6.987262487411499,51.13207300901413
sonode,0,train,27,0.1449130700559032,0.9513,25.999999999999996,29.36734693877551,121.78447484970093,53.1618190407753
sonode,0,train,28,0.12275267620475924,0.9589,25.999999999999996,31.23469387755102,126.92253732681274,55.27720015446345
sonode,0,test,28,2.9998143,0.5907,26.0,0,6.9789159297943115,55.39351911942164
sonode,0,train,29,0.10812562825728435,0.9627,25.999999999999996,29.8265306122449,122.73605608940125,57.43912510871887
sonode,0,train,30,0.0942258834838867,0.96828,26.428571428571427,31.571428571428566,128.29071736335754,59.57730849583944
sonode,0,test,30,3.4598784,0.5848,28.55,0,7.543385982513428,59.70303501685461
sonode,0,train,31,0.08736275653449856,0.97042,29.673469387755098,37.57142857142858,148.81741213798523,62.18332810004552
sonode,0,train,32,0.07294024253378109,0.9756,31.90816326530612,40.20408163265306,158.40599060058594,64.82343094348907
sonode,0,test,32,3.91256,0.5768,31.85,0,8.3074631690979,64.96189228693645
sonode,0,train,33,0.06736268802564971,0.97708,31.999999999999996,39.316326530612244,156.08378529548645,67.56329200665157
sonode,0,train,34,0.06360774624104402,0.9782,31.999999999999996,39.43877551020408,156.24414730072021,70.16736411650976
sonode,0,test,34,4.2405324,0.58989996,32.0,0,8.304264783859253,70.30577199459076
sonode,0,train,35,0.06060170154182278,0.9796,31.999999999999996,39.37755102040816,156.9627981185913,72.92182170152664
sonode,0,train,36,0.052549902273684126,0.98202,31.999999999999996,39.16326530612244,155.15109968185425,75.50767875909806
sonode,0,test,36,4.6612844,0.58129996,32.0,0,8.306886196136475,75.64613684415818
sonode,0,train,37,0.048362663813999715,0.98348,31.999999999999996,37.755102040816325,151.76348662376404,78.17553154230117
sonode,0,train,38,0.04508931782780861,0.98428,31.999999999999996,38.45918367346938,153.50029134750366,80.73387296199799
sonode,0,test,38,4.865539,0.57949996,32.0,0,8.28123688697815,80.87189716498057
sonode,0,train,39,0.04435109119026028,0.9846,31.999999999999996,37.93877551020408,151.91982793807983,83.40390096108119
sonode,0,train,40,0.0437939994189204,0.98494,31.999999999999996,38.27551020408163,152.70136427879333,85.94892894426981
sonode,0,test,40,5.100406,0.5808,32.0,0,8.274746656417847,86.08684507211049
sonode,1,train,1,1.7893217437121332,0.37458,17.36734693877551,19.357142857142858,85.53453421592712,1.4255772829055786
sonode,1,train,2,1.4894553982481664,0.47484,20.0,20.887755102040813,91.01504039764404,2.9424983700116476
sonode,1,test,2,1.4041657,0.5026,20.0,0,5.644703388214111,3.036581305662791
sonode,1,train,3,1.364582451022401,0.51644,20.0,20.887755102040813,90.90006566047668,4.551587080955505
sonode,1,train,4,1.2746013719208384,0.55062,20.0,20.765306122448976,90.54090929031372,6.060607488950094
sonode,1,test,4,1.2877074,0.5374,20.0,0,5.6561806201934814,6.154881421724955
sonode,1,train,5,1.187081006108498,0.58132,20.0,20.58163265306122,90.1080732345581,7.656687259674072
sonode,1,train,6,1.1186395761918047,0.60694,20.0,20.61224489795918,90.34266328811646,9.162403225898743
sonode,1,test,6,1.2251745,0.56159997,20.0,0,5.686723947525024,9.25718584060669
sonode,1,train,7,1.053442195970185,0.63118,20.0,21.53061224489796,93.14004921913147,10.809524997075398
sonode,1,train,8,1.0027880765953843,0.64976,20.0,23.397959183673464,98.31299018859863,12.448080400625864
sonode,1,test,8,1.1741382,0.58309996,20.0,0,5.660176753997803,12.54242220322291
sonode,1,train,9,0.9587453725386639,0.66596,20.0,23.673469387755098,98.45895624160767,14.18340957959493
sonode,1,train,10,0.9091100108866789,0.6814,20.21428571428571,26.122448979591834,105.67269945144653,15.94462631146113
sonode,1,test,10,1.1256067,0.6022,20.15,0,5.679745435714722,16.039292780558267
sonode,1,train,11,0.8408912347287547,0.70608,22.326530612244895,28.173469387755098,113.81952404975891,17.936289970080058
sonode,1,train,12,0.7906111113879145,0.72486,25.081632653061224,29.88775510204081,121.60981750488281,19.963125844796497
sonode,1,test,12,1.113748,0.6157,25.85,0,6.9521379470825195,20.078998386859894
sonode,1,train,13,0.7456331058424346,0.74076,25.908163265306122,32.58163265306122,130.2831072807312,22.250386933485668
sonode,1,train,14,0.6990489570461973,0.75744,25.999999999999996,33.92857142857143,134.01916980743408,24.48404260079066
sonode,1,test,14,1.1514472,0.6139,26.0,0,7.013245344161987,24.600933786233266
sonode,1,train,15,0.653126152194276,0.7732,25.999999999999996,34.51020408163265,135.50181531906128,26.85930360953013
sonode,1,train,16,0.6027615994823222,0.79214,26.091836734693874,34.54081632653062,135.85814881324768,29.123612483342487
sonode,1,test,16,1.2450602,0.6105,26.0,0,6.982062339782715,29.239983745416005
sonode,1,train,17,0.5583456779012874,0.80776,25.999999999999996,34.969387755102034,136.85155534744263,31.520847829182944
sonode,1,train,18,0.5229730800706512,0.819,25.999999999999996,34.72448979591837,135.91383266448975,33.78608502944311
sonode,1,test,18,1.3411486,0.60319996,26.0,0,7.011981010437012,33.90295757452647
sonode,1,train,19,0.47873251778738835,0.8354,25.999999999999996,34.72448979591837,135.87194395065308,36.16749347845713
sonode,1,train,20,0.4417627684924067,0.84822,25.999999999999996,34.755102040816325,135.99768733978271,38.43412493467331
sonode,1,test,20,1.4769073,0.60499996,26.0,0,7.006506681442261,38.550904138882956
sonode,1,train,21,0.3985291695108219,0.86322,25.999999999999996,34.51020408163265,135.4157018661499,40.80783579746882
sonode,1,train,22,0.36185365793656327,0.87704,25.999999999999996,34.78571428571428,136.05976557731628,43.07550302743912
sonode,1,test,22,1.6641449,0.5934,26.0,0,7.006701469421387,43.19228793382645
sonode,1,train,23,0.32463063999098174,0.89102,25.999999999999996,34.846938775510196,136.1955668926239,45.46221719582876
sonode,1,train,24,0.29806158493976204,0.89932,25.999999999999996,35.03061224489795,136.7454891204834,47.741312928994496
sonode,1,test,24,1.8887365,0.5966,26.0,0,6.99824595451355,47.857955884933475
sonode,1,train,25,0.26257439048922787,0.91082,25.999999999999996,34.29591836734694,134.5980520248413,50.10126002629598
sonode,1,train,26,0.2320282799857003,0.92182,25.999999999999996,35.06122448979592,136.89676070213318,52.38287601073583
sonode,1,test,26,2.197806,0.5846,26.0,0,7.007026195526123,52.49966350396474
sonode,1,train,27,0.20809138551050302,0.93054,25.999999999999996,35.36734693877551,137.54256176948547,54.79204366604487
sonode,1,train,28,0.17972062558543925,0.93986,25.999999999999996,34.57142857142857,135.52047896385193,57.05072285731634
sonode,1,test,28,2.4999177,0.5755,26.0,0,7.023090362548828,57.167777971426645
sonode,1,train,29,0.1604542926866181,0.9462,25.999999999999996,35.85714285714286,139.286199092865,59.48921850919724
sonode,1,train,30,0.1400651639821578,0.95316,26.030612244897956,35.09183673469387,136.98632979393005,61.7723271449407
sonode,1,test,30,2.8619268,0.5844,26.0,0,7.0070481300354,61.88911478916804
sonode,1,train,31,0.12117488043648855,0.9597,26.122448979591834,36.53061224489795,141.77013206481934,64.25195406277975
sonode,1,train,32,0.10389402934483119,0.96612,26.918367346938773,35.826530612244895,140.0929729938507,66.58684162696203
sonode,1,test,32,3.3073382,0.5711,27.65,0,7.372075796127319,66.70971600612005
sonode,1,train,33,0.08950516642356404,0.97048,29.24489795918367,35.58163265306122,142.2339150905609,69.08028500080108
sonode,1,train,34,0.07903799232171506,0.97484,31.295918367346935,36.68367346938775,147.45764112472534,71.53791562318801
sonode,1,test,34,3.6478648,0.5755,31.4,0,8.22175908088684,71.67494876384735
sonode,1,train,35,0.07224723270961216,0.97656,31.816326530612244,37.29591836734693,150.6584849357605,74.18592717250188
sonode,1,train,36,0.06846352012789979,0.97708,31.999999999999996,38.12244897959184,153.3089611530304,76.74108192125956
sonode,1,test,36,4.011953,0.57739997,32.0,0,8.479844093322754,76.88242328564326
sonode,1,train,37,0.055056503840855184,0.98336,31.999999999999996,38.67346938775509,154.68221998214722,79.46046359539032
sonode,1,train,38,0.0531148472610785,0.98322,31.999999999999996,42.683673469387756,165.88253021240234,82.22517515818278
sonode,1,test,38,4.4096813,0.5735,32.0,0,8.499486446380615,82.36683711210887
sonode,1,train,39,0.05088042239753567,0.9831,31.999999999999996,43.29591836734693,167.56485891342163,85.15958967606227
sonode,1,train,40,0.047346596815148176,0.98438,31.999999999999996,41.61224489795917,162.96913766860962,87.87574634154637
sonode,1,test,40,4.6841335,0.57159996,32.0,0,8.446226596832275,88.01652322212855
sonode,2,train,1,1.772953734105947,0.37878,19.663265306122447,20.214285714285715,92.23997759819031,1.53733602364858
sonode,2,train,2,1.546282554159359,0.4582,20.0,20.12244897959183,90.52076244354248,3.04602442185084
sonode,2,test,2,1.5587788,0.44669998,20.0,0,5.846298933029175,3.143473243713379
sonode,2,train,3,1.4057881880779655,0.50134,20.0,20.15306122448979,90.65022802352905,4.654315829277039
sonode,2,train,4,1.2730972134337133,0.54976,20.0,20.09183673469387,90.16554045677185,6.157078504562378
sonode,2,test,4,1.3180193,0.5266,20.0,0,5.778851747512817,6.253397421042124
sonode,2,train,5,1.1847788752341757,0.58262,20.0,20.09183673469387,90.54061222076416,7.762411999702453
sonode,2,train,6,1.1171915482501593,0.6055,20.0,20.15306122448979,90.43626379966736,9.269687449932098
sonode,2,test,6,1.272151,0.55289996,20.0,0,5.788350820541382,9.366165999571482
sonode,2,train,7,1.0646338170888472,0.62538,20.0,20.61224489795918,91.93386244773865,10.898401347796122
sonode,2,train,8,1.0010987106634646,0.64904,20.0,21.408163265306122,94.14029860496521,12.467409932613373
sonode,2,test,8,1.2090988,0.5787,20.0,0,5.782320976257324,12.563786284128826
sonode,2,train,9,0.9362553966288664,0.67152,20.0,24.01020408163265,101.53003191947937,14.255958326657613
sonode,2,train,10,0.8833467911700812,0.68892,20.122448979591834,28.020408163265305,112.9016227722168,16.137656120459237
sonode,2,test,10,1.142455,0.60539997,20.0,0,5.743846893310547,16.23339051802953
sonode,2,train,11,0.8302050220723054,0.7094,23.428571428571427,31.41836734693877,125.59465742111206,18.32663892507553
sonode,2,train,12,0.7889473584233497,0.72226,25.755102040816325,33.897959183673464,134.75402188301086,20.5725438952446
sonode,2,test,12,1.1305032,0.6164,26.0,0,7.124744176864624,20.691293827692668
sonode,2,train,13,0.743369589046556,0.73978,25.999999999999996,34.4795918367347,136.67391800880432,22.969196470578513
sonode,2,train,14,0.6983889365682796,0.75554,25.999999999999996,34.969387755102034,138.28713202476501,25.273987472057343
sonode,2,test,14,1.185958,0.6179,26.0,0,7.130682706832886,25.392838152249656
sonode,2,train,15,0.6579148428780691,0.76944,25.999999999999996,34.69387755102041,137.41920828819275,27.683163138230643
sonode,2,train,16,0.6126986523063815,0.7849,25.999999999999996,34.72448979591837,137.44977259635925,29.973998689651488
sonode,2,test,16,1.248966,0.6143,26.0,0,7.150025844573975,30.09317089319229
sonode,2,train,17,0.5656512902707469,0.80402,25.999999999999996,35.09183673469387,138.3753423690796,32.39943152666092
sonode,2,train,18,0.5193635590222416,0.82068,25.999999999999996,34.816326530612244,137.8056035041809,34.696196782588956
sonode,2,test,18,1.304759,0.6178,26.0,0,7.123464822769165,34.81492510636647
sonode,2,train,19,0.4809952560736208,0.8336,25.999999999999996,35.336734693877546,139.17796730995178,37.13456242084503
sonode,2,train,20,0.44218351403061223,0.84716,25.999999999999996,35.09183673469387,138.69091272354126,39.44608283042908
sonode,2,test,20,1.4864944,0.59999996,26.0,0,7.1286940574646,39.56490011612574
sonode,2,train,21,0.393935067313058,0.86572,25.999999999999996,35.91836734693878,140.45711708068848,41.90585662523905
sonode,2,train,22,0.35342197028958067,0.87848,25.999999999999996,35.09183673469387,138.71982669830322,44.217860321203865
sonode,2,test,22,1.6871657,0.6023,26.0,0,7.199961423873901,44.337865773836775
sonode,2,train,23,0.3111471059371014,0.8942,25.999999999999996,34.72448979591837,137.55683422088623,46.630483933289845
sonode,2,train,24,0.2779840547211316,0.90408,25.999999999999996,36.56122448979592,142.52432346343994,49.00589336554209
sonode,2,test,24,1.9538363,0.59779996,26.0,0,7.178654909133911,49.12554306983948
sonode,2,train,25,0.24823110930773676,0.9152,25.999999999999996,36.59183673469387,142.51579213142395,51.500809999306995
sonode,2,train,26,0.21322915991958305,0.92794,25.999999999999996,38.36734693877551,147.74017238616943,53.96314996480942
sonode,2,test,26,2.3016005,0.59029996,26.0,0,7.115289211273193,54.08174213171005
sonode,2,train,27,0.18100522488963847,0.93886,25.999999999999996,39.22448979591836,150.19534277915955,56.585001234213514
sonode,2,train,28,0.15361336299351283,0.94968,26.24489795918367,40.63265306122449,154.3373806476593,59.157293955485024
sonode,2,test,28,2.6644979,0.5861,26.0,0,7.094031095504761,59.275531502564746
sonode,2,train,29,0.13406658172607422,0.95528,27.316326530612244,40.17346938775509,154.44227933883667,61.84957464933395
sonode,2,train,30,0.11684626949076748,0.96042,28.54081632653061,40.47959183673469,156.53175950050354,64.45844349861144
sonode,2,test,30,3.035939,0.5913,27.95,0,7.516179084777832,64.58371931711832
sonode,2,train,31,0.100425301765909,0.96694,30.622448979591834,38.67346938775509,154.4212646484375,67.15741061766943
sonode,2,train,32,0.08381396896985112,0.97254,31.785714285714285,37.14285714285713,151.19454050064087,69.67732376257578
sonode,2,test,32,3.5312436,0.5826,32.0,0,8.434201002120972,69.81789873838424
sonode,2,train,33,0.06910356696771115,0.97826,31.938775510204078,37.0204081632653,150.93075966835022,72.33341610034307
sonode,2,train,34,0.06438618776749591,0.97896,31.999999999999996,40.265306122448976,160.23030495643616,75.00392694473267
sonode,2,test,34,4.0202975,0.5818,32.0,0,8.444283246994019,75.14466931819916
sonode,2,train,35,0.06301917835157744,0.97904,31.999999999999996,43.479591836734684,169.32976698875427,77.96683636506398
sonode,2,train,36,0.05618093451675103,0.98134,31.999999999999996,42.80612244897958,167.16824746131897,80.75297832886378
sonode,2,test,36,4.365006,0.5762,32.0,0,8.440465927124023,80.89365697701773
sonode,2,train,37,0.04781345931851134,0.98426,31.999999999999996,42.28571428571428,165.91091680526733,83.65884229739507
sonode,2,train,38,0.04563013874754614,0.9843,31.999999999999996,41.765306122448976,164.3327033519745,86.39772508144378
sonode,2,test,38,4.635639,0.5803,32.0,0,8.46343469619751,86.53878856102625
sonode,2,train,39,0.0424357676992611,0.98524,31.999999999999996,42.0408163265306,165.1070055961609,89.29057596127193
sonode,2,train,40,0.039727210998535156,0.98678,31.999999999999996,42.10204081632652,165.2125437259674,92.0441217382749
sonode,2,test,40,5.0098524,0.5771,32.0,0,8.451827049255371,92.18498925367992
sonode,3,train,1,1.792840140206473,0.37616,16.724489795918366,19.05102040816326,83.54038524627686,1.3923417290051778
sonode,3,train,2,1.528627201002471,0.46346,22.265306122448976,20.06122448979592,89.76886940002441,2.8884934385617576
sonode,3,test,2,1.4282817,0.49049997,26.0,0,6.7856762409210205,3.0015923102696735
sonode,3,train,3,1.3669551927216197,0.51466,23.397959183673468,19.999999999999996,90.87975597381592,4.516259249051412
sonode,3,train,4,1.272025594905931,0.54856,20.0,20.0,87.62555503845215,5.97668803135554
sonode,3,test,4,1.3116103,0.5334,20.0,0,5.59590220451355,6.069956302642822
sonode,3,train,5,1.1626881190708704,0.589,20.0,20.18367346938775,88.14613223075867,7.539061625798543
sonode,3,train,6,1.0653830547722019,0.62544,20.0,20.397959183673464,88.65454387664795,9.016640361150106
sonode,3,test,6,1.1822731,0.5841,20.0,0,5.5906031131744385,9.109820326169332
sonode,3,train,7,0.9899074787996253,0.65498,20.0,22.204081632653057,93.76212167739868,10.672525294621785
sonode,3,train,8,0.9184130454549984,0.67928,20.0,30.163265306122447,115.79881691932678,12.602507849534353
sonode,3,test,8,1.1339048,0.6004,20.0,0,5.607051372528076,12.695961980024974
sonode,3,train,9,0.8491015531578842,0.70422,20.6734693877551,33.62244897959184,126.07873678207397,14.797277267773946
sonode,3,train,10,0.7893183182696907,0.7263,25.969387755102037,34.11224489795919,133.1986403465271,17.017257360617318
sonode,3,test,10,1.113679,0.62049997,26.0,0,6.936608076095581,17.1328710993131
sonode,3,train,11,0.7210472262635522,0.74902,25.999999999999996,34.57142857142857,134.57801580429077,19.375841204325358
sonode,3,train,12,0.6659802806620695,0.7678,25.999999999999996,34.93877551020408,135.62984657287598,21.636342159907024
sonode,3,test,12,1.1781667,0.62079996,26.0,0,6.950599431991577,21.752190283934276
sonode,3,train,13,0.6095395380136918,0.78822,25.999999999999996,35.21428571428571,136.27646279335022,24.023468053340913
sonode,3,train,14,0.5542778871497329,0.80688,25.999999999999996,35.64285714285714,137.40876460075378,26.31361707051595
sonode,3,test,14,1.247574,0.6216,26.0,0,6.945844411849976,26.42938443024953
sonode,3,train,15,0.5020667874083227,0.82682,25.999999999999996,35.244897959183675,136.33059000968933,28.70156577428182
sonode,3,train,16,0.44955973722496806,0.84622,25.999999999999996,35.03061224489795,135.81229543685913,30.96510913769404
sonode,3,test,16,1.4573503,0.6062,26.0,0,6.949201822280884,31.08093290726344
sonode,3,train,17,0.40413883754185265,0.86102,25.999999999999996,35.45918367346938,137.26136183738708,33.36862686077754
sonode,3,train,18,0.35839263760313694,0.87754,25.999999999999996,35.765306122448976,138.48988318443298,35.67679675022761
sonode,3,test,18,1.650698,0.6044,26.0,0,6.950586318969727,35.792643296718595
sonode,3,train,19,0.32191782581562894,0.89224,25.999999999999996,36.92857142857143,141.74637413024902,38.15508788426717
sonode,3,train,20,0.28137343270438053,0.90434,25.999999999999996,38.551020408163254,146.01641058921814,40.588699865341184
sonode,3,test,20,1.9711353,0.59099996,26.0,0,6.942748069763184,40.704415953159334
sonode,3,train,21,0.24190161179523076,0.91902,25.999999999999996,38.58163265306122,145.9394986629486,43.136745524406436
sonode,3,train,22,0.2077145868418168,0.92912,26.030612244897956,38.58163265306122,146.10440945625305,45.5718257188797
sonode,3,test,22,2.3865252,0.58239996,26.45,0,7.052252769470215,45.689369356632234
sonode,3,train,23,0.17933954511369976,0.93972,30.10204081632653,38.91836734693877,152.35324335098267,48.22859358390172
sonode,3,train,24,0.1527265237302196,0.94902,31.969387755102037,36.92857142857143,148.49377250671387,50.703494906425476
sonode,3,test,24,2.8339267,0.5823,32.0,0,8.298707723617554,50.84181282520294
sonode,3,train,25,0.137309337148861,0.9536,31.999999999999996,36.8673469387755,148.39980363845825,53.31514603296916
sonode,3,train,26,0.1156477928161621,0.96098,31.999999999999996,35.30612244897959,144.11371970176697,55.71704447666804
sonode,3,test,26,3.2787914,0.5765,32.0,0,8.29318618774414,55.85526785850525
sonode,3,train,27,0.09822957369745994,0.96658,31.999999999999996,37.265306122448976,149.5381636619568,58.34757521549861
sonode,3,train,28,0.08965094235478614,0.97026,31.999999999999996,43.23469387755101,166.04486298561096,61.114994692802426
sonode,3,test,28,3.7576065,0.5772,32.0,0,8.297146797180176,61.25328420797984
sonode,3,train,29,0.07915695832700145,0.97352,31.999999999999996,41.67346938775509,161.61043405532837,63.946795066197716
sonode,3,train,30,0.07007728790750309,0.97574,31.999999999999996,42.255102040816325,163.36154079437256,66.66949050823847
sonode,3,test,30,4.2106776,0.57559997,32.0,0,8.293694257736206,66.8077220996221
sonode,3,train,31,0.06675881269026775,0.97682,31.999999999999996,41.918367346938766,162.32699871063232,69.51317538022995
sonode,3,train,32,0.055247983153985464,0.98124,31.999999999999996,41.06122448979592,160.32325649261475,72.18523265918095
sonode,3,test,32,4.7046256,0.5765,32.0,0,8.307172536849976,72.32368923425675
sonode,3,train,33,0.05029249677852708,0.98264,31.999999999999996,41.244897959183675,160.8248736858368,75.00410726070405
sonode,3,train,34,0.049820174976271024,0.98302,31.999999999999996,41.12244897959184,160.33372449874878,77.67633889913559
sonode,3,test,34,4.9933734,0.5688,32.0,0,8.313235521316528,77.81489648421605
sonode,3,train,35,0.04603579092998893,0.9843,31.999999999999996,41.244897959183675,161.0171182155609,80.49851854642232
sonode,3,train,36,0.0494597493385782,0.98278,31.999999999999996,40.969387755102034,160.08818197250366,83.16665782133738
sonode,3,test,36,5.2313175,0.57049996,32.0,0,8.318694591522217,83.30530639092127
sonode,3,train,37,0.04140277298129334,0.98564,31.999999999999996,41.428571428571416,161.07864928245544,85.9899539788564
sonode,3,train,38,0.03770591774765326,0.98704,31.999999999999996,41.0,159.99185371398926,88.65648792982101
sonode,3,test,38,5.588458,0.57589996,32.0,0,8.308042526245117,88.79495864709219
sonode,3,train,39,0.039154225466202716,0.98676,31.999999999999996,40.326530612244895,158.26015305519104,91.43263133764268
sonode,3,train,40,0.03500485906795579,0.98794,31.999999999999996,40.51020408163265,158.9056215286255,94.08106137514115
sonode,3,test,40,5.888255,0.57409996,32.0,0,8.31027865409851,94.21956966718038
sonode,4,train,1,1.8173764287209022,0.36436,17.551020408163264,19.81632653061224,86.82573318481445,1.4470971981684366
sonode,4,train,2,1.5364985563317122,0.45944,20.0,20.214285714285708,88.6160933971405,2.9240367849667868
sonode,4,test,2,1.4717116,0.4754,20.0,0,5.635756015777588,3.017970355351766
sonode,4,train,3,1.3682619990134726,0.51256,20.0,20.03061224489796,88.16743016242981,4.487432638804118
sonode,4,train,4,1.2374360999282525,0.56406,20.0,20.214285714285708,88.75990772247314,5.966769599914551
sonode,4,test,4,1.2678181,0.54899997,20.0,0,5.63207745552063,6.060641201337178
sonode,4,train,5,1.161718329604791,0.59118,20.0,20.12244897959183,88.50441098213196,7.535718099276225
sonode,4,train,6,1.0951883744220343,0.6142,20.0,20.336734693877546,89.4296624660492,9.026217103004456
sonode,4,test,6,1.2178779,0.5701,20.0,0,5.653141498565674,9.120442434151967
sonode,4,train,7,1.0395658843371332,0.63592,20.061224489795915,21.010204081632654,91.4816677570343,10.645140079657237
sonode,4,train,8,0.9611123532665018,0.66378,20.0,23.275510204081627,97.34591698646545,12.267575025558472
sonode,4,test,8,1.1775767,0.58419997,20.0,0,5.636543273925781,12.361521251996358
sonode,4,train,9,0.8992801588408801,0.6865,20.0,26.244897959183668,105.4913125038147,14.119712992509205
sonode,4,train,10,0.8350370757433833,0.70888,20.0,29.734693877551017,115.16157841682434,16.039075775941214
sonode,4,test,10,1.1010495,0.6184,20.0,0,5.6384477615356445,16.133053374290466
sonode,4,train,11,0.768984269122688,0.73266,20.0,34.816326530612244,129.82128405570984,18.29674471616745
sonode,4,train,12,0.7177297631088567,0.75064,20.0,36.255102040816325,133.69457125663757,20.524990252653758
sonode,4,test,12,1.1282854,0.6261,20.0,0,5.607864856719971,20.618457798163096
sonode,4,train,13,0.6630427302146444,0.77228,20.0,36.255102040816325,133.65546989440918,22.84605207045873
sonode,4,train,14,0.6117538529999401,0.79082,20.551020408163264,36.86734693877551,135.40180683135986,25.10275180339813
sonode,4,test,14,1.2198731,0.6152,22.55,0,6.191630840301514,25.205949219067893
sonode,4,train,15,0.5609454330132931,0.8073,25.387755102040813,37.326530612244895,142.0805742740631,27.573961997032164
sonode,4,train,16,0.5153525605493662,0.8232,25.999999999999996,37.663265306122454,143.72791981697083,29.969430311520895
sonode,4,test,16,1.3305936,0.6174,26.0,0,7.005308389663696,30.086189170678455
sonode,4,train,17,0.46063423156738276,0.84276,25.999999999999996,37.29591836734694,142.68405556678772,32.46426022052765
sonode,4,train,18,0.4173630694953762,0.85832,25.999999999999996,35.70408163265306,138.26180005073547,34.76862633228302
sonode,4,test,18,1.5326861,0.60389996,26.0,0,6.98045015335083,34.88497065703074
sonode,4,train,19,0.37185665052764266,0.8731,25.999999999999996,37.14285714285714,142.3307662010193,37.25715520381927
sonode,4,train,20,0.32982468118472974,0.88776,25.999999999999996,37.57142857142857,145.1254529953003,39.67591949303945
sonode,4,test,20,1.810822,0.59779996,26.0,0,7.165438413619995,39.79534957408905
sonode,4,train,21,0.2852356385211555,0.90388,25.999999999999996,38.30612244897959,146.1109254360199,42.23053636153539
sonode,4,train,22,0.2475614547729492,0.9182,25.999999999999996,39.53061224489795,149.48561072349548,44.721969763437905
